CD_GEOCMU,Município,CodEstado,Estado,IDHM1991,IDHMR1991,IDHML1991,IDHME1991,R1991,IDHM2000,IDHMR2000,IDHML2000,IDHME2000,R2000,IDHM2010,IDHMR2010,IDHML2010,IDHME2010,R2010,NM_MUNNICIP
3524204,Jaborandi,35,São Paulo,0.473,0.642,0.716,0.230,1224,0.619,0.623,0.790,0.483,1196,0.711,0.679,0.845,0.627,1574,JABORANDI
3524303,Jaboticabal,35,São Paulo,0.579,0.719,0.717,0.377,80,0.699,0.734,0.808,0.577,135,0.778,0.778,0.851,0.710,145,JABOTICABAL
3524402,Jacareí,35,São Paulo,0.547,0.698,0.703,0.334,263,0.700,0.720,0.798,0.597,127,0.777,0.749,0.837,0.749,157,JACAREÍ
3524501,Jaci,35,São Paulo,0.476,0.573,0.711,0.265,1180,0.633,0.672,0.784,0.481,933,0.723,0.700,0.818,0.659,1217,JACI
3524600,Jacupiranga,35,São Paulo,0.477,0.612,0.695,0.255,1167,0.618,0.675,0.733,0.478,1220,0.717,0.687,0.832,0.644,1398,JACUPIRANGA
3524709,Jaguariúna,35,São Paulo,0.533,0.717,0.742,0.285,386,0.715,0.738,0.834,0.594,67,0.784,0.782,0.862,0.715,100,JAGUARIÚNA
3524808,Jales,35,São Paulo,0.567,0.674,0.717,0.378,125,0.700,0.707,0.819,0.593,127,0.776,0.750,0.855,0.730,168,JALES
3524907,Jambeiro,35,São Paulo,0.457,0.592,0.785,0.205,1475,0.645,0.673,0.852,0.467,702,0.756,0.727,0.860,0.690,440,JAMBEIRO
3525003,Jandira,35,São Paulo,0.484,0.642,0.747,0.237,1030,0.667,0.691,0.797,0.538,384,0.760,0.738,0.841,0.706,366,JANDIRA
3525102,Jardinópolis,35,São Paulo,0.503,0.673,0.748,0.253,745,0.660,0.708,0.772,0.525,488,0.735,0.728,0.853,0.640,897,JARDINÓPOLIS
3525201,Jarinu,35,São Paulo,0.446,0.661,0.676,0.198,1675,0.604,0.702,0.770,0.408,1489,0.733,0.723,0.826,0.659,940,JARINU
3525300,Jaú,35,São Paulo,0.575,0.691,0.773,0.355,92,0.705,0.738,0.803,0.592,93,0.778,0.768,0.886,0.693,145,JAÚ
3525409,Jeriquara,35,São Paulo,0.363,0.577,0.711,0.117,3071,0.535,0.641,0.748,0.319,2742,0.703,0.680,0.814,0.628,1811,JERIQUARA
3525508,Joanópolis,35,São Paulo,0.425,0.636,0.688,0.176,2051,0.589,0.683,0.762,0.392,1774,0.699,0.707,0.824,0.585,1934,JOANÓPOLIS
3525607,João Ramalho,35,São Paulo,0.438,0.585,0.706,0.203,1824,0.621,0.631,0.792,0.480,1150,0.741,0.701,0.818,0.710,743,JOÃO RAMALHO
3525706,José Bonifácio,35,São Paulo,0.539,0.658,0.763,0.312,328,0.681,0.711,0.803,0.553,257,0.777,0.752,0.869,0.717,157,JOSÉ BONIFÁCIO
3525805,Júlio Mesquita,35,São Paulo,0.481,0.562,0.688,0.287,1095,0.613,0.637,0.742,0.487,1317,0.716,0.659,0.813,0.686,1427,JÚLIO MESQUITA
3525854,Jumirim,35,São Paulo,0.506,0.645,0.759,0.264,697,0.641,0.663,0.776,0.513,777,0.741,0.721,0.863,0.655,743,JUMIRIM
3525904,Jundiaí,35,São Paulo,0.602,0.740,0.756,0.390,35,0.744,0.790,0.822,0.633,14,0.822,0.834,0.866,0.768,11,JUNDIAÍ
3526001,Junqueirópolis,35,São Paulo,0.535,0.608,0.698,0.360,365,0.649,0.658,0.775,0.537,650,0.745,0.727,0.860,0.662,648,JUNQUEIRÓPOLIS
3526100,Juquiá,35,São Paulo,0.463,0.583,0.688,0.247,1383,0.618,0.651,0.771,0.470,1220,0.700,0.654,0.823,0.637,1904,JUQUIÁ
3526209,Juquitiba,35,São Paulo,0.417,0.593,0.704,0.174,2179,0.583,0.639,0.757,0.409,1903,0.709,0.680,0.791,0.662,1638,JUQUITIBA
3526308,Lagoinha,35,São Paulo,0.428,0.537,0.686,0.213,1996,0.583,0.612,0.723,0.448,1903,0.693,0.686,0.797,0.609,2105,LAGOINHA
3526407,Laranjal Paulista,35,São Paulo,0.529,0.672,0.675,0.327,417,0.661,0.718,0.767,0.525,476,0.729,0.732,0.829,0.639,1052,LARANJAL PAULISTA
3526506,Lavínia,35,São Paulo,0.502,0.636,0.697,0.286,751,0.646,0.649,0.738,0.563,682,0.721,0.698,0.820,0.655,1266,LAVÍNIA
3526605,Lavrinhas,35,São Paulo,0.474,0.623,0.677,0.252,1209,0.618,0.617,0.783,0.488,1220,0.729,0.665,0.823,0.707,1052,LAVRINHAS
3526704,Leme,35,São Paulo,0.514,0.666,0.730,0.279,590,0.635,0.700,0.760,0.481,882,0.744,0.729,0.851,0.665,667,LEME
3526803,Lençóis Paulista,35,São Paulo,0.558,0.693,0.744,0.337,184,0.697,0.716,0.821,0.577,145,0.764,0.743,0.837,0.717,304,LENÇÓIS PAULISTA
3526902,Limeira,35,São Paulo,0.561,0.684,0.730,0.353,162,0.700,0.726,0.797,0.593,127,0.775,0.761,0.852,0.719,178,LIMEIRA
3527009,Lindóia,35,São Paulo,0.514,0.673,0.744,0.271,590,0.685,0.715,0.819,0.549,228,0.742,0.722,0.864,0.654,719,LINDÓIA
3527108,Lins,35,São Paulo,0.598,0.700,0.757,0.404,44,0.723,0.746,0.816,0.620,44,0.786,0.762,0.869,0.733,87,LINS
3527207,Lorena,35,São Paulo,0.591,0.683,0.722,0.419,55,0.699,0.708,0.816,0.591,135,0.766,0.736,0.856,0.713,274,LORENA
3527256,Lourdes,35,São Paulo,0.481,0.593,0.695,0.270,1095,0.618,0.606,0.785,0.495,1220,0.742,0.697,0.816,0.717,719,LOURDES
3527306,Louveira,35,São Paulo,0.513,0.672,0.769,0.261,605,0.665,0.712,0.819,0.505,408,0.777,0.783,0.861,0.697,157,LOUVEIRA
3527405,Lucélia,35,São Paulo,0.548,0.613,0.746,0.360,256,0.665,0.669,0.782,0.563,408,0.752,0.728,0.841,0.695,508,LUCÉLIA
3527504,Lucianópolis,35,São Paulo,0.439,0.527,0.725,0.221,1802,0.598,0.598,0.764,0.467,1604,0.733,0.736,0.809,0.662,940,LUCIANÓPOLIS
3527603,Luís Antônio,35,São Paulo,0.481,0.631,0.688,0.256,1095,0.672,0.691,0.802,0.548,328,0.731,0.709,0.822,0.671,993,LUÍS ANTÔNIO
3527702,Luiziânia,35,São Paulo,0.481,0.578,0.711,0.270,1095,0.602,0.624,0.749,0.466,1525,0.702,0.682,0.815,0.623,1842,LUIZIÂNIA
3527801,Lupércio,35,São Paulo,0.433,0.597,0.688,0.198,1901,0.592,0.609,0.760,0.448,1716,0.724,0.679,0.830,0.674,1191,LUPÉRCIO
3527900,Lutécia,35,São Paulo,0.467,0.578,0.701,0.252,1324,0.657,0.635,0.769,0.582,539,0.720,0.670,0.846,0.659,1301,LUTÉCIA
3528007,Macatuba,35,São Paulo,0.522,0.662,0.720,0.298,484,0.641,0.657,0.789,0.507,777,0.770,0.763,0.859,0.697,227,MACATUBA
3528106,Macaubal,35,São Paulo,0.484,0.633,0.759,0.236,1030,0.666,0.674,0.791,0.555,394,0.743,0.720,0.844,0.676,695,MACAUBAL
3528205,Macedônia,35,São Paulo,0.470,0.565,0.717,0.257,1270,0.619,0.614,0.779,0.497,1196,0.740,0.705,0.852,0.675,764,MACEDÔNIA
3528304,Magda,35,São Paulo,0.522,0.603,0.680,0.346,484,0.673,0.672,0.785,0.578,320,0.753,0.724,0.823,0.717,488,MAGDA
3528403,Mairinque,35,São Paulo,0.525,0.687,0.720,0.293,453,0.658,0.688,0.774,0.535,516,0.743,0.721,0.831,0.684,695,MAIRINQUE
3528502,Mairiporã,35,São Paulo,0.533,0.739,0.717,0.285,386,0.682,0.751,0.801,0.527,252,0.788,0.767,0.881,0.723,76,MAIRIPORÃ
3528601,Manduri,35,São Paulo,0.484,0.651,0.673,0.258,1030,0.630,0.660,0.762,0.498,985,0.739,0.730,0.818,0.675,795,MANDURI
3528700,Marabá Paulista,35,São Paulo,0.415,0.542,0.658,0.200,2210,0.584,0.571,0.730,0.477,1879,0.677,0.650,0.809,0.591,2503,MARABÁ PAULISTA
3528809,Maracaí,35,São Paulo,0.515,0.637,0.757,0.284,573,0.679,0.651,0.784,0.613,264,0.771,0.711,0.850,0.758,220,MARACAÍ
3528858,Marapoama,35,São Paulo,0.410,0.549,0.759,0.165,2305,0.613,0.622,0.779,0.476,1317,0.752,0.736,0.852,0.679,508,MARAPOAMA
3528908,Mariápolis,35,São Paulo,0.488,0.629,0.700,0.264,971,0.634,0.601,0.769,0.552,908,0.718,0.684,0.830,0.651,1362,MARIÁPOLIS
3529005,Marília,35,São Paulo,0.601,0.714,0.729,0.418,40,0.725,0.746,0.802,0.638,40,0.798,0.768,0.854,0.776,47,MARÍLIA
3529104,Marinópolis,35,São Paulo,0.486,0.596,0.687,0.280,1001,0.597,0.607,0.730,0.481,1623,0.731,0.681,0.825,0.694,993,MARINÓPOLIS
3529203,Martinópolis,35,São Paulo,0.516,0.645,0.698,0.306,558,0.645,0.651,0.771,0.535,702,0.721,0.703,0.832,0.641,1266,MARTINÓPOLIS
3529302,Matão,35,São Paulo,0.517,0.673,0.746,0.276,546,0.687,0.701,0.798,0.580,212,0.773,0.766,0.847,0.713,197,MATÃO
3529401,Mauá,35,São Paulo,0.523,0.677,0.719,0.294,473,0.664,0.682,0.775,0.555,426,0.766,0.721,0.852,0.733,274,MAUÁ
3529500,Mendonça,35,São Paulo,0.487,0.659,0.719,0.244,987,0.666,0.690,0.784,0.547,394,0.744,0.720,0.863,0.663,667,MENDONÇA
3529609,Meridiano,35,São Paulo,0.452,0.552,0.688,0.243,1554,0.621,0.617,0.778,0.498,1150,0.731,0.717,0.817,0.667,993,MERIDIANO
3529658,Mesópolis,35,São Paulo,0.428,0.490,0.688,0.232,1996,0.627,0.596,0.772,0.536,1041,0.724,0.674,0.847,0.666,1191,MESÓPOLIS
3529708,Miguelópolis,35,São Paulo,0.498,0.629,0.714,0.275,803,0.649,0.678,0.796,0.506,650,0.741,0.712,0.863,0.661,743,MIGUELÓPOLIS
3529807,Mineiros do Tietê,35,São Paulo,0.492,0.650,0.706,0.259,903,0.642,0.687,0.801,0.481,752,0.730,0.719,0.823,0.658,1021,MINEIROS DO TIETÊ
3529906,Miracatu,35,São Paulo,0.452,0.642,0.680,0.212,1554,0.563,0.633,0.707,0.399,2278,0.697,0.645,0.803,0.655,1995,MIRACATU
3530003,Mira Estrela,35,São Paulo,0.425,0.537,0.687,0.208,2051,0.626,0.613,0.764,0.524,1069,0.743,0.697,0.806,0.731,695,MIRA ESTRELA
3530102,Mirandópolis,35,São Paulo,0.545,0.641,0.757,0.333,276,0.679,0.680,0.771,0.597,264,0.751,0.732,0.869,0.665,526,MIRANDÓPOLIS
3530201,Mirante do Paranapanema,35,São Paulo,0.496,0.566,0.703,0.306,836,0.630,0.627,0.800,0.499,985,0.724,0.670,0.841,0.674,1191,MIRANTE DO PARANAPANEMA
3530300,Mirassol,35,São Paulo,0.542,0.673,0.733,0.322,299,0.709,0.710,0.826,0.609,84,0.762,0.748,0.846,0.698,335,MIRASSOL
3530409,Mirassolândia,35,São Paulo,0.458,0.581,0.733,0.225,1458,0.634,0.597,0.801,0.532,908,0.738,0.704,0.829,0.690,823,MIRASSOLÂNDIA
3530508,Mococa,35,São Paulo,0.538,0.651,0.716,0.335,336,0.678,0.694,0.805,0.559,270,0.762,0.756,0.827,0.709,335,MOCOCA
3530607,Mogi das Cruzes,35,São Paulo,0.566,0.704,0.697,0.370,129,0.701,0.734,0.796,0.589,119,0.783,0.762,0.851,0.740,110,MOGI DAS CRUZES
3530706,Mogi Guaçu,35,São Paulo,0.563,0.682,0.740,0.354,144,0.701,0.719,0.814,0.588,119,0.774,0.740,0.852,0.736,185,MOGI GUAÇU
3530805,Mogi Mirim,35,São Paulo,0.574,0.705,0.755,0.356,99,0.718,0.745,0.810,0.614,54,0.784,0.767,0.879,0.715,100,MOGI MIRIM
3530904,Mombuca,35,São Paulo,0.526,0.682,0.726,0.294,442,0.606,0.684,0.788,0.413,1451,0.719,0.746,0.820,0.607,1331,MOMBUCA
3531001,Monções,35,São Paulo,0.428,0.580,0.688,0.197,1996,0.647,0.632,0.747,0.574,673,0.772,0.731,0.814,0.773,210,MONÇÕES
3531100,Mongaguá,35,São Paulo,0.516,0.648,0.680,0.312,558,0.640,0.699,0.753,0.498,797,0.754,0.719,0.854,0.699,467,MONGAGUÁ
3531209,Monte Alegre do Sul,35,São Paulo,0.504,0.627,0.744,0.274,728,0.675,0.710,0.836,0.518,302,0.759,0.752,0.858,0.678,383,MONTE ALEGRE DO SUL
3531308,Monte Alto,35,São Paulo,0.574,0.691,0.774,0.353,99,0.703,0.718,0.821,0.590,111,0.768,0.746,0.859,0.707,249,MONTE ALTO
3531407,Monte Aprazível,35,São Paulo,0.557,0.650,0.759,0.351,192,0.704,0.706,0.806,0.614,105,0.785,0.781,0.861,0.720,92,MONTE APRAZÍVEL
3531506,Monte Azul Paulista,35,São Paulo,0.494,0.664,0.694,0.262,862,0.662,0.707,0.812,0.505,461,0.753,0.733,0.843,0.690,488,MONTE AZUL PAULISTA
3531605,Monte Castelo,35,São Paulo,0.461,0.542,0.699,0.259,1407,0.639,0.639,0.775,0.526,815,0.741,0.706,0.814,0.709,743,MONTE CASTELO
3531704,Monteiro Lobato,35,São Paulo,0.466,0.607,0.704,0.237,1338,0.613,0.674,0.803,0.426,1317,0.710,0.692,0.826,0.627,1595,MONTEIRO LOBATO
3531803,Monte Mor,35,São Paulo,0.460,0.646,0.741,0.204,1422,0.620,0.673,0.785,0.452,1173,0.733,0.713,0.863,0.639,940,MONTE MOR
3531902,Morro Agudo,35,São Paulo,0.483,0.665,0.719,0.235,1059,0.619,0.688,0.756,0.455,1196,0.712,0.716,0.836,0.604,1546,MORRO AGUDO
3532009,Morungaba,35,São Paulo,0.513,0.672,0.729,0.275,605,0.646,0.716,0.776,0.485,682,0.715,0.726,0.802,0.627,1454,MORUNGABA
3532058,Motuca,35,São Paulo,0.496,0.668,0.750,0.243,836,0.655,0.640,0.774,0.567,562,0.741,0.685,0.859,0.691,743,MOTUCA
3532108,Murutinga do Sul,35,São Paulo,0.566,0.617,0.744,0.396,129,0.668,0.650,0.791,0.579,374,0.726,0.703,0.847,0.643,1133,MURUTINGA DO SUL
3532157,Nantes,35,São Paulo,0.400,0.536,0.680,0.175,2503,0.629,0.609,0.740,0.552,1004,0.714,0.655,0.790,0.702,1486,NANTES
3532207,Narandiba,35,São Paulo,0.432,0.555,0.716,0.203,1922,0.587,0.600,0.785,0.429,1821,0.718,0.659,0.839,0.670,1362,NARANDIBA
3532306,Natividade da Serra,35,São Paulo,0.353,0.549,0.686,0.117,3232,0.497,0.603,0.779,0.262,3262,0.655,0.664,0.814,0.520,3008,NATIVIDADE DA SERRA
3532405,Nazaré Paulista,35,São Paulo,0.407,0.618,0.714,0.153,2360,0.527,0.639,0.743,0.309,2866,0.678,0.681,0.818,0.559,2481,NAZARÉ PAULISTA
3532504,Neves Paulista,35,São Paulo,0.516,0.638,0.721,0.299,558,0.693,0.700,0.799,0.596,167,0.754,0.737,0.823,0.707,467,NEVES PAULISTA
3532603,Nhandeara,35,São Paulo,0.550,0.668,0.732,0.341,239,0.701,0.698,0.807,0.612,119,0.751,0.755,0.835,0.672,526,NHANDEARA
3532702,Nipoã,35,São Paulo,0.439,0.607,0.719,0.194,1802,0.607,0.638,0.785,0.447,1429,0.713,0.701,0.814,0.636,1514,NIPOÃ
3532801,Nova Aliança,35,São Paulo,0.564,0.650,0.713,0.387,137,0.666,0.672,0.802,0.548,394,0.738,0.710,0.826,0.684,823,NOVA ALIANÇA
3532827,Nova Campina,35,São Paulo,0.234,0.463,0.640,0.043,5172,0.525,0.596,0.706,0.344,2890,0.651,0.598,0.799,0.577,3090,NOVA CAMPINA
3532843,Nova Canaã Paulista,35,São Paulo,0.367,0.471,0.693,0.152,3020,0.612,0.590,0.785,0.496,1336,0.715,0.673,0.806,0.675,1454,NOVA CANAÃ PAULISTA
3532868,Nova Castilho,35,São Paulo,0.435,0.582,0.705,0.200,1870,0.633,0.584,0.779,0.557,933,0.756,0.694,0.823,0.755,440,NOVA CASTILHO
3532900,Nova Europa,35,São Paulo,0.545,0.683,0.749,0.316,276,0.678,0.680,0.814,0.563,270,0.765,0.718,0.869,0.718,289,NOVA EUROPA
3533007,Nova Granada,35,São Paulo,0.508,0.649,0.731,0.277,669,0.654,0.663,0.796,0.529,580,0.739,0.727,0.818,0.680,795,NOVA GRANADA
3533106,Nova Guataporanga,35,São Paulo,0.493,0.530,0.759,0.297,876,0.639,0.589,0.834,0.531,815,0.726,0.707,0.842,0.644,1133,NOVA GUATAPORANGA
3533205,Nova Independência,35,São Paulo,0.434,0.548,0.718,0.208,1885,0.644,0.584,0.810,0.564,717,0.735,0.675,0.827,0.711,897,NOVA INDEPENDÊNCIA
3533254,Novais,35,São Paulo,0.380,0.569,0.706,0.137,2804,0.593,0.587,0.800,0.444,1695,0.719,0.712,0.822,0.634,1331,NOVAIS
3533304,Nova Luzitânia,35,São Paulo,0.493,0.593,0.688,0.294,876,0.663,0.645,0.752,0.602,445,0.743,0.705,0.808,0.719,695,NOVA LUZITÂNIA
3533403,Nova Odessa,35,São Paulo,0.577,0.681,0.745,0.378,87,0.705,0.712,0.826,0.596,93,0.791,0.755,0.861,0.762,62,NOVA ODESSA
3533502,Novo Horizonte,35,São Paulo,0.546,0.643,0.785,0.322,266,0.679,0.691,0.827,0.548,264,0.753,0.741,0.865,0.665,488,NOVO HORIZONTE
3533601,Nuporanga,35,São Paulo,0.501,0.662,0.721,0.263,767,0.643,0.695,0.784,0.487,737,0.746,0.730,0.866,0.656,628,NUPORANGA
3533700,Ocauçu,35,São Paulo,0.504,0.566,0.729,0.310,728,0.628,0.663,0.772,0.484,1023,0.717,0.679,0.830,0.653,1398,OCAUÇU
3533809,Óleo,35,São Paulo,0.511,0.579,0.724,0.319,638,0.631,0.606,0.776,0.535,967,0.730,0.713,0.858,0.637,1021,ÓLEO
3533908,Olímpia,35,São Paulo,0.539,0.659,0.763,0.311,328,0.686,0.718,0.801,0.561,219,0.773,0.737,0.867,0.724,197,OLÍMPIA
3534005,Onda Verde,35,São Paulo,0.470,0.621,0.731,0.228,1270,0.615,0.630,0.784,0.470,1275,0.738,0.693,0.863,0.671,823,ONDA VERDE
3534104,Oriente,35,São Paulo,0.526,0.610,0.753,0.316,442,0.667,0.667,0.778,0.572,384,0.770,0.717,0.837,0.761,227,ORIENTE
3534203,Orindiúva,35,São Paulo,0.535,0.666,0.685,0.336,365,0.669,0.687,0.773,0.564,356,0.767,0.719,0.824,0.762,265,ORINDIÚVA
3534302,Orlândia,35,São Paulo,0.578,0.694,0.767,0.363,83,0.701,0.714,0.823,0.587,119,0.780,0.765,0.882,0.703,128,ORLÂNDIA
3534401,Osasco,35,São Paulo,0.572,0.714,0.747,0.351,106,0.706,0.736,0.806,0.592,89,0.776,0.776,0.840,0.718,168,OSASCO
3534500,Oscar Bressane,35,São Paulo,0.496,0.597,0.729,0.281,836,0.684,0.678,0.765,0.617,237,0.749,0.713,0.823,0.715,562,OSCAR BRESSANE
3534609,Osvaldo Cruz,35,São Paulo,0.581,0.651,0.742,0.406,72,0.705,0.701,0.789,0.633,93,0.762,0.740,0.837,0.713,335,OSVALDO CRUZ
3534708,Ourinhos,35,São Paulo,0.570,0.672,0.761,0.363,112,0.696,0.712,0.815,0.580,151,0.778,0.753,0.859,0.727,145,OURINHOS
3534757,Ouroeste,35,São Paulo,0.499,0.621,0.703,0.284,789,0.668,0.661,0.786,0.575,374,0.770,0.717,0.866,0.736,227,OUROESTE
3534807,Ouro Verde,35,São Paulo,0.407,0.565,0.688,0.173,2360,0.578,0.566,0.746,0.458,1995,0.692,0.666,0.814,0.612,2134,OURO VERDE
3534906,Pacaembu,35,São Paulo,0.517,0.614,0.731,0.307,546,0.660,0.655,0.782,0.561,488,0.725,0.717,0.843,0.631,1154,PACAEMBU
3535002,Palestina,35,São Paulo,0.517,0.652,0.748,0.284,546,0.635,0.656,0.766,0.509,882,0.732,0.717,0.848,0.645,965,PALESTINA
3535101,Palmares Paulista,35,São Paulo,0.433,0.656,0.728,0.170,1901,0.574,0.635,0.746,0.400,2067,0.722,0.698,0.837,0.645,1244,PALMARES PAULISTA
3535200,Palmeira D'Oeste,35,São Paulo,0.480,0.629,0.693,0.253,1108,0.653,0.653,0.787,0.542,598,0.753,0.720,0.829,0.714,488,PALMEIRA D'OESTE
3535309,Palmital,35,São Paulo,0.501,0.629,0.685,0.291,767,0.671,0.739,0.772,0.530,338,0.746,0.727,0.814,0.702,628,PALMITAL
3535408,Panorama,35,São Paulo,0.469,0.617,0.695,0.241,1287,0.635,0.688,0.787,0.474,882,0.722,0.724,0.814,0.639,1244,PANORAMA
3535507,Paraguaçu Paulista,35,São Paulo,0.539,0.640,0.706,0.346,328,0.663,0.678,0.754,0.570,445,0.762,0.717,0.836,0.739,335,PARAGUAÇU PAULISTA
3535606,Paraibuna,35,São Paulo,0.418,0.613,0.685,0.174,2160,0.623,0.661,0.782,0.467,1118,0.719,0.709,0.815,0.642,1331,PARAIBUNA
3535705,Paraíso,35,São Paulo,0.513,0.658,0.737,0.278,605,0.631,0.650,0.832,0.464,967,0.749,0.751,0.837,0.668,562,PARAÍSO
3535804,Paranapanema,35,São Paulo,0.450,0.615,0.669,0.222,1595,0.613,0.669,0.773,0.446,1317,0.717,0.697,0.839,0.631,1398,PARANAPANEMA
3535903,Paranapuã,35,São Paulo,0.493,0.595,0.742,0.272,876,0.644,0.652,0.778,0.526,717,0.732,0.712,0.842,0.655,965,PARANAPUÃ
3536000,Parapuã,35,São Paulo,0.492,0.585,0.723,0.282,903,0.625,0.636,0.802,0.478,1093,0.737,0.693,0.830,0.696,850,PARAPUÃ
3536109,Pardinho,35,São Paulo,0.400,0.607,0.710,0.149,2503,0.627,0.662,0.798,0.467,1041,0.727,0.718,0.821,0.652,1107,PARDINHO
3536208,Pariquera-Açu,35,São Paulo,0.490,0.606,0.703,0.276,933,0.623,0.655,0.793,0.466,1118,0.736,0.682,0.862,0.678,876,PARIQUERA-AÇU
3536257,Parisi,35,São Paulo,0.459,0.513,0.675,0.279,1439,0.646,0.619,0.764,0.569,682,0.721,0.720,0.842,0.619,1266,PARISI
3536307,Patrocínio Paulista,35,São Paulo,0.481,0.627,0.724,0.245,1095,0.658,0.673,0.802,0.529,516,0.730,0.696,0.826,0.678,1021,PATROCÍNIO PAULISTA
3536406,Paulicéia,35,São Paulo,0.422,0.576,0.671,0.194,2104,0.603,0.644,0.755,0.452,1503,0.711,0.692,0.811,0.640,1574,PAULICÉIA
3536505,Paulínia,35,São Paulo,0.597,0.718,0.765,0.388,47,0.722,0.776,0.804,0.603,46,0.795,0.800,0.864,0.727,56,PAULÍNIA
3536570,Paulistânia,35,São Paulo,0.451,0.582,0.725,0.218,1572,0.630,0.656,0.775,0.493,985,0.718,0.683,0.817,0.663,1362,PAULISTÂNIA
3536604,Paulo de Faria,35,São Paulo,0.505,0.644,0.683,0.292,710,0.643,0.675,0.749,0.525,737,0.725,0.721,0.800,0.662,1154,PAULO DE FARIA
3536703,Pederneiras,35,São Paulo,0.525,0.681,0.703,0.302,453,0.663,0.671,0.793,0.548,445,0.739,0.738,0.812,0.673,795,PEDERNEIRAS
3536802,Pedra Bela,35,São Paulo,0.377,0.559,0.659,0.146,2850,0.548,0.618,0.755,0.353,2529,0.677,0.671,0.796,0.581,2503,PEDRA BELA
3536901,Pedranópolis,35,São Paulo,0.526,0.588,0.770,0.322,442,0.611,0.603,0.787,0.480,1358,0.742,0.698,0.854,0.684,719,PEDRANÓPOLIS
3537008,Pedregulho,35,São Paulo,0.508,0.639,0.711,0.289,669,0.626,0.655,0.790,0.473,1069,0.715,0.716,0.820,0.623,1454,PEDREGULHO
3537107,Pedreira,35,São Paulo,0.551,0.703,0.757,0.315,231,0.667,0.722,0.836,0.492,384,0.769,0.750,0.864,0.701,238,PEDREIRA
3537156,Pedrinhas Paulista,35,São Paulo,0.594,0.680,0.749,0.412,50,0.730,0.713,0.832,0.656,35,0.774,0.749,0.837,0.739,185,PEDRINHAS PAULISTA
3537206,Pedro de Toledo,35,São Paulo,0.465,0.594,0.687,0.246,1353,0.595,0.644,0.716,0.456,1663,0.696,0.654,0.812,0.634,2028,PEDRO DE TOLEDO
3537305,Penápolis,35,São Paulo,0.539,0.666,0.709,0.331,328,0.686,0.721,0.806,0.556,219,0.759,0.748,0.859,0.680,383,PENÁPOLIS
3537404,Pereira Barreto,35,São Paulo,0.545,0.655,0.743,0.332,276,0.664,0.669,0.771,0.568,426,0.766,0.728,0.845,0.732,274,PEREIRA BARRETO
3537503,Pereiras,35,São Paulo,0.527,0.648,0.718,0.315,431,0.648,0.687,0.814,0.487,663,0.736,0.717,0.873,0.637,876,PEREIRAS
3537602,Peruíbe,35,São Paulo,0.493,0.681,0.675,0.261,876,0.655,0.702,0.759,0.527,562,0.749,0.730,0.854,0.675,562,PERUÍBE
3537701,Piacatu,35,São Paulo,0.493,0.566,0.721,0.294,876,0.644,0.641,0.741,0.562,717,0.732,0.681,0.843,0.684,965,PIACATU
3537800,Piedade,35,São Paulo,0.448,0.611,0.677,0.217,1636,0.617,0.680,0.772,0.447,1235,0.716,0.694,0.848,0.624,1427,PIEDADE
3537909,Pilar do Sul,35,São Paulo,0.438,0.637,0.677,0.195,1824,0.623,0.655,0.740,0.498,1118,0.690,0.674,0.820,0.594,2182,PILAR DO SUL
3538006,Pindamonhangaba,35,São Paulo,0.549,0.669,0.708,0.350,249,0.694,0.710,0.809,0.583,161,0.773,0.745,0.843,0.736,197,PINDAMONHANGABA
3538105,Pindorama,35,São Paulo,0.523,0.649,0.751,0.293,473,0.645,0.670,0.802,0.499,702,0.737,0.726,0.842,0.654,850,PINDORAMA
3538204,Pinhalzinho,35,São Paulo,0.445,0.652,0.729,0.185,1692,0.613,0.670,0.770,0.446,1317,0.725,0.707,0.808,0.666,1154,PINHALZINHO
3538303,Piquerobi,35,São Paulo,0.453,0.572,0.720,0.225,1543,0.619,0.637,0.758,0.492,1196,0.711,0.669,0.836,0.644,1574,PIQUEROBI
3538501,Piquete,35,São Paulo,0.563,0.656,0.709,0.384,144,0.690,0.685,0.798,0.600,184,0.757,0.711,0.823,0.740,420,PIQUETE
3538600,Piracaia,35,São Paulo,0.461,0.674,0.734,0.198,1407,0.620,0.689,0.782,0.442,1173,0.739,0.758,0.851,0.625,795,PIRACAIA
3538709,Piracicaba,35,São Paulo,0.580,0.722,0.751,0.360,76,0.710,0.759,0.810,0.581,80,0.785,0.797,0.848,0.717,92,PIRACICABA
3538808,Piraju,35,São Paulo,0.515,0.648,0.667,0.316,573,0.667,0.704,0.762,0.552,384,0.758,0.740,0.843,0.699,400,PIRAJU
3538907,Pirajuí,35,São Paulo,0.534,0.618,0.748,0.330,379,0.669,0.675,0.838,0.529,356,0.749,0.734,0.853,0.672,562,PIRAJUÍ
3539004,Pirangi,35,São Paulo,0.541,0.702,0.744,0.304,310,0.674,0.717,0.820,0.520,310,0.756,0.735,0.837,0.701,440,PIRANGI
3539103,Pirapora do Bom Jesus,35,São Paulo,0.423,0.616,0.712,0.172,2083,0.621,0.659,0.758,0.480,1150,0.727,0.679,0.810,0.698,1107,PIRAPORA DO BOM JESUS
3539202,Pirapozinho,35,São Paulo,0.520,0.634,0.719,0.309,507,0.668,0.690,0.778,0.556,374,0.776,0.740,0.863,0.733,168,PIRAPOZINHO
